SalaryID,EmployeeID,EffectiveDate,MonthlyIncome
1381,1778,2024-09-22,18900
339,1189,2024-11-17,15900
1325,1748,2024-12-22,12200
1082,1606,2026-02-05,7200
73,1041,2026-01-22,12600
515,1284,2024-11-04,10300
991,1551,2026-02-05,13300
516,1285,2026-06-11,7300
1237,1698,2025-04-14,11200
379,1211,2025-06-26,6300
13,1009,2023-11-05,6160
448,1249,2021-02-08,6923
1009,1563,2026-05-30,6300
209,1118,2025-08-30,14800
304,1171,2025-03-04,4400
577,1320,2024-04-23,6160
621,1345,2024-10-21,7500
965,1537,2024-09-26,4100
1079,1605,2024-12-01,4339
566,1314,2024-10-29,11600
1400,1789,2024-04-20,15100
694,1387,2024-08-04,5471
1123,1630,2021-09-17,8709
961,1535,2024-11-16,13700
645,1359,2026-02-03,9100
929,1518,2025-02-28,4900
883,1492,2026-03-27,11600
341,1190,2025-05-04,7700
1151,1646,2020-09-19,3461
347,1194,2023-10-20,8214
1457,1821,2021-04-10,13000
1339,1756,2025-04-28,15100
305,1172,2022-12-11,10169
37,1022,2025-08-16,17100
812,1452,2026-02-10,10000
43,1025,2024-04-05,7700
972,1541,2023-10-06,9464
395,1220,2024-12-12,13018
879,1490,2024-10-18,7547
1375,1775,2025-12-22,10100
926,1517,2022-12-14,12542
1238,1699,2025-02-11,18301
734,1408,2024-04-02,8800
460,1255,2023-12-02,9700
708,1394,2025-02-26,18396
424,1235,2023-08-29,6071
1516,1853,2025-04-25,16000
967,1538,2023-09-30,"$9,500"
880,1490,2025-05-25,8000
295,1166,2026-03-29,9900
586,1324,2025-08-13,7800
27,1016,2024-04-19,9000
681,1379,2025-09-15,5100
1068,1598,2025-08-11,12600
1063,1595,2026-07-07,12600
136,1078,2023-05-15,8220
511,1282,2023-11-28,8928
211,1119,2023-08-09,11200
1313,1742,2025-05-12,11700
354,1198,2024-06-21,4999
986,1548,2024-08-20,9905
1274,1718,2025-11-22,11100
853,1477,2024-07-30,13773
56,1032,2025-12-04,9400
464,1257,2024-01-15,5600
1452,1818,2023-09-20,3660
1473,1829,2022-10-21,7288
857,1479,2023-10-23,7410
217,1122,2025-08-06,10800
1101,1617,2022-03-10,11370
41,1024,2025-01-16,5800
885,1493,2024-06-24,11100
397,1221,2024-04-24,17678
1484,1835,2025-02-05,12800
1358,1766,2023-05-16,9661
1266,1714,2025-08-07,14800
1415,1798,2021-12-02,4112
1277,1720,2024-09-24,6981
1427,1804,2025-07-07,8679
179,1101,2026-05-23,15600
177,1100,2021-10-06,9596
741,1412,2025-07-12,7300
508,1280,2024-07-23,
571,1317,2021-08-27,"$7,500"
921,1514,2025-05-16,6700
1513,1851,2024-07-04,13600
301,1170,2023-04-25,16694
1454,1819,2026-03-06,11600
1015,1567,2022-06-02,
640,1356,2020-08-27,8615
564,1313,2025-05-03,11300
1278,1720,2025-05-01,7400
79,1045,2025-03-24,12452
519,1287,2026-01-16,21100
996,1555,2026-01-09,10500
1092,1612,2026-01-23,13700
727,1405,2023-11-09,10535
229,1130,2025-04-12,11415
819,1456,2025-12-31,8000
1090,1611,2025-04-29,15943
989,1550,2022-11-21,8050
51,1030,2021-09-06,6935
30,1018,2025-08-30,9700
634,1352,2024-11-23,14800
657,1365,2024-05-15,13800
562,1312,2024-10-11,13700
1387,1782,2022-07-12,7419
1192,1670,2026-07-08,7000
841,1470,2023-01-27,8983
226,1128,2024-07-26,21000
1157,1649,2024-11-18,13200
204,1115,2025-08-12,
445,1247,2023-11-16,6964
372,1207,2025-04-04,7500
33,1020,2024-04-28,7589
1143,1641,2025-09-06,4000
1230,1694,2022-03-22,15080
966,1538,2020-09-30,7307
1083,1607,2025-01-10,4339
894,1498,2025-06-10,10500
669,1372,2026-05-26,9700
1229,1693,2024-06-21,9200
1253,1706,2024-06-16,6800
959,1534,2025-05-25,10000
1328,1750,2026-01-14,12100
152,1086,2026-01-29,4800
960,1535,2023-09-05,"$12,232"
223,1126,2025-08-18,11500
1028,1573,2024-11-18,19400
703,1391,2024-04-09,14700
1210,1681,2025-04-11,8800
1319,1745,2025-05-09,8000
855,1478,2025-02-07,11886
834,1465,2024-04-21,8000
114,1065,2025-03-05,7500
49,1029,2025-04-19,6226
290,1163,2025-04-07,15500
1022,1570,2025-05-19,10300
207,1117,2024-05-26,6874
974,1542,2024-11-04,11320
633,1352,2023-09-12,13214
776,1432,2026-06-14,13700
890,1496,2024-07-22,6981
900,1502,2023-12-14,5714
833,1465,2021-04-22,6153
684,1381,2025-04-06,8500
1398,1788,2026-01-15,14200
618,1344,2024-11-06,10377
686,1382,2025-03-16,17200
870,1485,2025-01-26,"$11,300"
674,1376,2022-08-17,4661
750,1417,2025-09-25,9300
1003,1559,2024-06-30,6800
1093,1613,2024-09-08,6226
409,1227,2025-03-22,14200
630,1350,2025-09-22,9100
1258,1710,2025-02-13,6509
647,1360,2023-12-01,7600
140,1080,2025-06-21,3962
1153,1647,2025-07-11,6981
914,1511,2024-11-14,6226
166,1094,2024-12-13,10300
1114,1625,2024-05-19,12946
813,1453,2025-06-13,8773
215,1121,2024-11-26,15600
132,1075,2025-12-10,"$15,500"
315,1177,2025-05-07,11200
139,1079,2025-03-20,9100
1215,1684,2024-11-29,15800
417,1231,2024-01-31,5800
1030,1575,2023-09-08,8303
39,1023,2024-05-26,10400
54,1031,2026-02-10,11300
707,1393,2024-04-09,14600
137,1078,2025-03-02,9700
1403,1791,2025-06-20,9300
794,1443,2025-03-09,14800
36,1021,2025-01-20,6900
26,1016,2021-11-25,7258
658,1366,2020-11-04,5461
450,1250,2022-01-17,8306
579,1321,2025-02-19,
1077,1603,2025-07-13,13800
303,1171,2024-07-28,4150
1441,1812,2025-03-24,6900
1494,1840,2025-05-06,5200
1179,1663,2022-03-08,5322
1053,1589,2023-03-23,6525
1208,1680,2025-12-17,5300
778,1433,2024-11-03,6500
1234,1697,2025-02-19,9905
245,1139,2022-02-18,
104,1060,2020-07-30,19230
277,1156,2024-03-02,6696
394,1219,2024-11-06,5300
111,1064,2022-09-07,11101
589,1326,2024-10-17,7400
160,1091,2025-02-21,7547
971,1540,2025-04-20,10400
748,1416,2025-12-25,8500
1543,9995,2024-01-15,6200
1125,1631,2026-03-30,6500
661,1367,2026-02-04,18100
1175,1660,2023-11-28,13700
340,1190,2024-09-27,7264
330,1185,2023-10-17,
134,1077,2025-02-22,4716
638,1354,2024-12-19,9300
168,1095,2024-07-08,5100
1416,1798,2024-04-26,5100
928,1518,2023-12-18,4375
861,1481,2023-11-02,7232
1021,1570,2024-10-12,9716
1501,1844,2025-06-05,6100
25,1015,2025-06-08,"$8,900"
807,1450,2024-01-07,5357
1432,1807,2026-01-19,5600
444,1246,2024-05-12,13700
151,1085,2024-10-13,7200
1324,1748,2023-10-11,10892
95,1054,2025-08-31,12500
1370,1772,2025-10-12,6800
218,1123,2026-06-29,18300
382,1213,2024-07-05,7142
1048,1585,2026-02-10,17500
781,1436,2024-07-30,4245
901,1502,2025-02-24,6400
1455,1820,2022-08-30,10508
865,1483,2024-09-17,13396
293,1165,2021-08-25,
713,1397,2023-04-13,11864
101,1058,2025-11-21,10700
1050,1586,2025-05-27,19600
784,1437,2024-12-13,7800
1221,1689,2022-07-03,5241
490,1271,2026-01-08,13300
701,1390,2025-07-03,7100
1169,1657,2025-07-02,15283
751,1418,2023-09-17,10267
963,1536,2024-01-12,8200
1013,1566,2024-11-16,13584
243,1138,2024-07-22,6037
169,1096,2023-11-24,9375
74,1042,2025-12-18,17500
560,1311,2025-04-29,7600
1334,1754,2024-04-18,
1514,1852,2025-10-24,8800
1285,1725,2025-02-01,"$7,500"
119,1068,2025-07-11,7452
1139,1639,2025-03-02,11320
521,1288,2024-10-24,6000
714,1397,2025-01-29,14000
993,1553,2025-09-30,5900
6,1004,2026-07-06,5600
255,1144,2024-11-23,8400
1094,1613,2025-04-15,6600
1039,1580,2024-08-21,9716
384,1214,2026-03-09,9900
1103,1618,2026-06-08,5600
517,1286,2024-03-10,"$11,785"
55,1032,2025-04-29,8867
468,1259,2025-03-18,
267,1150,2024-12-05,8200
1034,1577,2023-03-03,8898
584,1323,2025-05-16,13800
767,1426,2025-01-31,8500
538,1298,2023-08-09,4821
1460,1822,2024-05-28,6200
60,1034,2025-05-16,8600
1191,1669,2025-02-28,9400
167,1095,2022-09-20,4322
1280,1721,2024-01-08,11200
816,1455,2025-04-21,8867
332,1186,2022-10-12,4661
248,1140,2024-07-13,"$14,900"
374,1209,2025-03-11,6886
1219,1687,2026-03-31,6700
500,1276,2025-06-21,4300
1222,1689,2024-11-25,"$6,500"
1194,1671,2024-09-10,17100
637,1354,2023-03-03,7881
617,1343,2025-07-11,12600
1388,1782,2024-12-04,9200
1188,1668,2020-03-18,5073
567,1315,2021-09-10,10887
235,1133,2024-10-04,"$9,700"
627,1349,2023-10-24,10535
431,1239,2025-05-08,13490
1011,1564,2025-02-23,5900
1380,1778,2022-12-05,16016
192,1108,2025-08-11,13000
1203,1677,2024-10-10,8000
1176,1661,2025-09-30,11000
436,1242,2025-03-21,15000
837,1467,2025-05-06,10200
1428,1804,2026-02-11,9200
1187,1667,2024-04-08,7600
1017,1568,2024-08-18,15566
185,1104,2024-05-19,21900
688,1384,2024-12-10,4339
639,1355,2025-11-06,12100
570,1316,2025-04-11,14500
934,1521,2026-02-25,9600
1170,1657,2026-02-06,16200
534,1295,2024-09-26,6400
1539,9991,2024-01-15,6000
1249,1704,2025-03-21,6600
743,1414,2023-09-22,9107
197,1111,2025-11-03,17000
1534,1863,2025-07-04,9600
496,1274,2024-08-18,9000
592,1328,2026-06-14,7200
937,1523,2025-03-16,11603
1042,1582,2025-06-26,10377
980,1545,2025-01-27,10283
381,1212,2025-03-17,
28,1017,2025-11-17,12300
396,1220,2025-07-19,13800
321,1180,2024-08-17,17600
148,1084,2019-11-12,11470
798,1445,2024-03-31,8700
624,1347,2025-07-24,8700
239,1136,2022-07-14,7177
1010,1564,2023-05-08,
911,1509,2023-03-22,9237
896,1499,2024-12-06,6400
1512,1851,2021-07-05,10461
107,1061,2026-02-01,11800
351,1196,2025-02-08,8396
651,1362,2025-07-15,7900
390,1217,2023-04-04,12300
1005,1560,2025-06-26,9100
1118,1627,2025-10-25,6000
555,1308,2025-01-09,20200
1458,1821,2024-04-09,16900
171,1097,2023-05-09,5423
1268,1715,2025-12-22,
307,1173,2024-10-29,7358
416,1231,2021-09-07,4677
1504,1846,2025-07-09,5300
1311,1741,2023-08-23,10400
429,1238,2024-12-30,11603
187,1105,2024-05-10,11800
1006,1561,2024-06-27,7857
909,1507,2026-06-07,9200
270,1152,2025-06-30,13000
868,1484,2025-09-18,7500
631,1351,2023-07-14,9491
951,1530,2025-07-11,7075
163,1093,2025-07-08,5566
414,1230,2025-02-06,14528
1359,1766,2025-03-03,11400
96,1055,2024-08-27,11226
99,1056,2024-07-20,16000
1031,1575,2024-11-19,9300
877,1489,2022-04-04,6693
818,1456,2025-05-26,7547
823,1459,2022-01-12,5725
208,1117,2025-08-07,7700
975,1542,2025-06-11,12000
687,1383,2026-04-01,13600
873,1487,2021-06-23,6230
246,1139,2024-07-13,19800
230,1130,2025-11-17,12100
907,1506,2024-02-18,15267
9,1006,2025-12-02,7200
897,1500,2025-07-30,9600
1437,1810,2025-08-24,9200
1421,1801,2024-08-23,17735
1466,1825,2024-11-14,16300
866,1483,2025-04-24,14200
1317,1744,2023-03-07,7900
792,1442,2025-06-25,10700
1023,1571,2024-12-22,8962
190,1107,2022-09-23,12542
261,1147,2025-05-12,9900
145,1082,2025-03-03,7400
829,1463,2023-09-21,8124
699,1389,2023-10-21,9100
920,1514,2024-10-09,6320
1429,1805,2024-02-05,7232
938,1523,2025-10-21,12300
1036,1578,2026-03-08,7800
1396,1787,2025-07-30,7100
891,1496,2025-02-26,7400
595,1330,2024-10-13,7100
532,1294,2024-07-30,3900
895,1499,2023-09-25,5714
1502,1845,2026-04-09,8500
1152,1646,2023-09-19,"$4,500"
58,1033,2025-07-20,7500
1058,1592,2024-05-05,13035
1262,1712,2023-10-15,9375
283,1159,2023-12-16,8100
935,1522,2023-02-10,8305
363,1203,2024-08-15,11981
244,1138,2025-02-26,6400
93,1053,2026-05-10,14900
1235,1697,2025-09-26,10500
338,1189,2023-01-30,13474
1014,1566,2025-06-23,"$14,400"
948,1528,2026-02-22,13200
1110,1622,2025-06-08,4400
191,1107,2024-07-11,14800
40,1024,2023-11-05,5178
976,1543,2022-12-27,11355
635,1353,2025-06-27,10754
765,1425,2025-06-16,9800
724,1403,2025-05-08,7400
1129,1633,2024-04-26,21800
64,1036,2025-05-05,7900
234,1133,2022-12-17,8220
677,1377,2024-11-06,7700
106,1061,2025-06-27,11132
754,1420,2023-06-22,11271
903,1503,2025-01-30,
254,1144,2023-02-05,7118
423,1234,2024-07-05,6500
775,1431,2025-03-30,18700
1233,1696,2026-05-25,4100
859,1480,2025-05-19,13207
925,1516,2025-10-12,9800
80,1045,2025-10-29,13200
990,1550,2024-09-08,9500
1107,1621,2025-05-11,10566
498,1275,2024-09-30,11300
1481,1833,2026-05-19,8400
88,1050,2025-08-27,11400
65,1037,2023-12-03,20089
1295,1731,2024-09-02,10700
606,1337,2024-01-31,13214
275,1155,2021-06-16,7615
1531,1862,2021-04-21,5153
1378,1777,2023-07-16,7627
1463,1824,2025-06-24,9622
154,1087,2025-05-26,
614,1341,2025-10-11,7100
411,1228,2025-03-26,14200
831,1464,2021-07-10,7846
913,1510,2026-01-11,8800
518,1286,2025-05-22,13200
45,1027,2022-09-19,11101
391,1218,2025-04-24,16037
221,1125,2023-02-28,5338
141,1080,2026-01-26,4200
358,1200,2025-06-15,"$10,943"
723,1403,2024-10-01,6981
1158,1650,2026-03-15,12200
262,1148,2024-05-11,6339
1303,1737,2024-09-27,7830
899,1501,2024-09-11,10900
1104,1619,2023-01-01,7542
196,1110,2025-08-08,5800
116,1066,2025-08-13,8900
1076,1603,2024-05-01,12321
1074,1602,2023-01-13,10423
719,1401,2024-07-27,9245
1491,1839,2024-09-29,6037
1209,1681,2024-09-04,8301
1508,1849,2023-08-15,7142
359,1200,2026-01-20,11600
1061,1594,2025-01-12,6132
1020,1569,2024-03-06,6700
1364,1769,2025-05-02,16132
1001,1558,2025-11-01,4900
936,1522,2024-11-28,9800
755,1420,2025-04-09,13300
421,1233,2024-11-20,10100
150,1085,2022-05-21,5806
10,1007,2022-12-01,4406
1070,1599,2024-09-23,9400
1120,1628,2025-08-08,6400
1470,1827,2025-02-02,9200
535,1296,2024-06-17,6160
549,1305,2025-02-24,13867
299,1168,2025-11-13,7400
977,1543,2024-10-14,13400
1315,1743,2026-02-15,13900
1338,1756,2024-02-15,13482
123,1070,2025-08-31,20800
1418,1799,2025-04-14,9400
1373,1774,2026-06-28,11800
1386,1781,2025-11-22,10700
1361,1767,2025-10-21,14600
1160,1651,2026-02-08,11400
1425,1803,2024-03-29,9821
710,1395,2026-05-14,7100
1405,1792,2025-07-19,5400
770,1429,2024-09-15,17075
1392,1785,2025-05-07,7000
89,1051,2024-07-05,6071
1472,1828,2024-11-01,5200
1033,1576,2024-07-14,9400
98,1056,2022-02-25,12903
1517,1854,2022-07-08,6693
349,1195,2025-06-13,16509
510,1281,2025-04-13,7700
212,1120,2022-09-01,7118
704,1392,2024-09-16,6792
747,1416,2025-05-20,8018
1046,1584,2025-08-02,8900
940,1524,2023-12-21,11300
1480,1832,2025-08-21,7300
1533,1863,2024-11-27,9056
1423,1802,2024-07-07,6696
479,1265,2020-08-14,6153
492,1272,2025-03-27,7700
842,1470,2024-11-14,10600
1071,1600,2025-08-22,12900
365,1204,2025-04-01,15754
297,1167,2025-03-25,10900
50,1029,2025-11-24,6600
225,1128,2022-03-03,16935
1244,1702,2024-12-27,4716
1497,1842,2025-10-16,12700
851,1475,2024-11-07,12600
648,1361,2025-05-23,5943
1226,1692,2024-06-26,9821
563,1313,2023-07-16,9576
623,1346,2025-07-30,6700
1538,1865,2025-06-16,8500
1088,1610,2021-12-22,10806
805,1449,2021-12-28,4758
605,1336,2026-02-05,8400
1270,1716,2025-05-02,8400
443,1246,2022-07-25,11610
1450,1817,2025-02-14,8679
1025,1572,2023-03-10,9576
540,1299,2026-06-22,9000
768,1427,2026-07-19,13300
763,1424,2023-04-26,10500
869,1485,2023-11-15,10089
690,1385,2023-07-05,6016
188,1106,2023-04-05,14491
407,1226,2025-07-26,7700
1012,1565,2025-09-04,13800
1173,1659,2025-07-11,14200
752,1418,2024-11-28,11500
1051,1587,2025-10-29,7200
462,1256,2025-03-11,"$5,800"
671,1374,2025-12-20,6400
656,1365,2021-05-16,10615
786,1438,2025-03-13,4500
1084,1607,2025-08-17,4600
715,1398,2023-01-12,11525
1351,1762,2025-07-28,9500
425,1235,2024-11-09,6800
44,1026,2026-04-07,7700
662,1368,2024-04-25,7053
636,1353,2026-02-01,11400
529,1293,2023-11-03,6517
988,1549,2025-07-26,8900
219,1124,2023-06-27,12372
821,1458,2025-02-04,15754
1540,9992,2024-01-15,5500
1488,1837,2025-05-09,11600
856,1478,2025-09-14,"$12,600"
610,1339,2025-06-02,4716
486,1269,2023-04-24,"$10,254"
1150,1645,2025-10-30,8200
1018,1568,2025-03-25,"$16,500"
1086,1608,2025-08-10,9800
82,1046,2025-09-28,10100
325,1182,2025-01-16,7900
1410,1795,2026-03-13,9000
1081,1606,2025-07-01,6792
20,1012,2025-04-27,13800
455,1252,2024-11-27,5700
1111,1623,2025-01-13,14433
839,1469,2024-08-20,5283
759,1422,2025-07-16,7800
1341,1757,2026-01-10,11200
35,1021,2023-04-04,5847
809,1451,2022-06-05,10967
1163,1653,2022-11-28,5932
905,1504,2024-11-30,9900
801,1447,2023-10-20,14910
97,1055,2025-04-03,11900
1108,1621,2025-12-16,11200
447,1248,2025-08-12,8000
475,1263,2023-01-03,8474
367,1205,2024-12-03,6981
1493,1840,2023-07-19,4406
761,1423,2024-04-15,5200
919,1513,2026-02-16,20400
1426,1803,2025-06-10,11000
760,1423,2021-11-21,4193
393,1219,2022-06-14,4274
1296,1732,2023-07-01,9237
507,1280,2022-02-28,12096
435,1242,2023-06-03,12711
649,1361,2025-12-28,6300
943,1526,2022-02-15,9677
1232,1695,2026-06-10,9600
1344,1759,2023-04-18,16864
1527,1860,2020-09-17,6461
133,1076,2026-03-25,7300
1075,1602,2024-10-31,12300
973,1541,2024-12-17,10600
1263,1712,2024-12-26,10500
451,1250,2024-06-11,10300
32,1019,2024-05-11,"$19,900"
122,1070,2025-01-24,19622
1236,1698,2024-09-07,10566
1376,1776,2025-03-22,15377
1479,1832,2024-06-09,6517
1327,1750,2025-06-09,"$11,415"
1113,1624,2025-07-21,8300
1350,1762,2024-05-16,8482
1348,1761,2022-12-23,8389
256,1145,2024-02-04,7232
893,1498,2024-03-29,9375
360,1201,2024-10-06,"$3,867"
52,1030,2024-01-30,8600
876,1488,2024-08-04,18000
939,1524,2021-07-28,9112
773,1430,2025-10-15,10500
1127,1632,2025-01-15,8600
1220,1688,2026-06-13,15500
680,1379,2024-07-04,4553
806,1449,2024-05-22,5900
125,1071,2024-04-26,8000
405,1225,2025-12-18,12800
731,1407,2025-01-24,5188
1312,1742,2024-02-29,10446
832,1464,2024-07-09,10200
1072,1601,2023-04-08,4661
726,1404,2025-12-13,9400
588,1326,2022-12-30,6271
608,1338,2025-06-23,9622
434,1241,2025-10-28,6600
675,1376,2024-06-04,5500
1288,1727,2024-04-27,10892
361,1201,2025-05-13,4100
1100,1616,2024-11-23,7300
467,1259,2024-01-05,5803
300,1169,2026-05-07,15000
494,1273,2025-05-30,7600
528,1292,2023-07-28,10800
1193,1671,2022-11-23,14491
