ReviewID,EmployeeID,ReviewDate,PerformanceRating,JobSatisfaction,WorkLifeBalance
676,1771,2025-08-22,5,1.0,3.0
134,1151,2026-06-01,3,4.0,1.0
61,1068,2026-04-15,4,3.0,2.0
27,1030,2022-09-10,4,4.0,3.0
101,1112,2024-11-02,4,2.0,4.0
532,1599,2023-06-13,2,3.0,
589,1668,2022-03-15,3,4.0,4.0
521,1586,2025-08-15,4,3.0,4.0
364,1408,2025-01-08,3,1.0,2.0
310,1349,2025-01-11,3,4.0,3.0
605,1689,2025-11-08,4,2.0,2.0
253,1282,2025-11-16,3,2.0,4.0
545,1616,2025-10-01,3,2.0,3.0
482,1542,2025-07-06,4,4.0,1.0
442,1499,2025-08-19,2,3.0,2.0
648,1742,2025-04-01,4,1.0,3.0
477,1537,2023-01-27,4,1.0,2.0
23,1026,2026-10-08,5,3.0,
63,1070,2025-08-24,3,1.0,3.0
149,1168,2026-03-22,3,2.0,3.0
484,1544,2022-01-26,4,3.0,2.0
699,1797,2025-09-08,5,4.0,2.0
258,1289,2026-02-17,3,2.0,4.0
53,1060,2023-07-08,3,4.0,3.0
243,1272,2026-05-21,3,3.0,4.0
174,1195,2025-12-15,2,,3.0
36,1039,2022-07-03,4,1.0,1.0
179,1201,2025-07-12,3,1.0,3.0
121,1137,2022-03-04,2,3.0,4.0
276,1311,2026-02-09,4,1.0,2.0
45,1050,2026-03-01,3,3.0,2.0
301,1338,2026-06-18,5,1.0,2.0
77,1085,2023-07-17,4,3.0,3.0
369,1413,2026-10-29,1,3.0,2.0
213,1238,2025-08-30,3,2.0,4.0
268,1301,2025-10-30,1,3.0,2.0
312,1351,2024-06-14,4,3.0,2.0
445,1503,2025-04-19,3,4.0,2.0
504,1568,2025-04-06,3,1.0,3.0
496,1557,2026-04-12,3,3.0,2.0
34,1037,2025-08-25,5,3.0,3.0
10,1012,2025-04-23,5,3.0,3.0
161,1182,2026-02-03,3,2.0,1.0
286,1321,2025-11-22,3,3.0,3.0
296,1333,2026-12-01,4,3.0,3.0
617,1703,2025-12-10,2,4.0,3.0
626,1715,2026-05-13,4,1.0,4.0
278,1313,2024-03-21,3,2.0,3.0
701,1799,2024-10-24,3,3.0,2.0
604,1688,2026-12-27,3,2.0,1.0
485,1545,2025-08-03,4,3.0,1.0
497,1558,2026-03-06,2,3.0,2.0
183,1206,2023-11-18,3,2.0,4.0
734,1837,2025-01-02,1,3.0,1.0
685,1781,2026-06-07,2,2.0,2.0
37,1040,2026-01-26,3,2.0,2.0
157,1178,2024-06-18,4,4.0,1.0
3,1004,2027-01-20,4,2.0,3.0
509,1573,2025-06-27,3,1.0,4.0
498,1559,2023-07-09,5,3.0,4.0
309,1348,2022-04-26,5,3.0,3.0
290,1325,2026-04-16,4,2.0,4.0
561,1635,2024-10-12,3,4.0,2.0
415,1469,2025-04-08,5,2.0,1.0
422,1477,2025-02-02,4,1.0,1.0
142,1159,2022-10-12,1,3.0,3.0
224,1251,2023-02-06,3,2.0,3.0
184,1207,2024-09-27,3,3.0,3.0
723,1824,2026-06-16,2,4.0,4.0
673,1768,2023-08-11,3,3.0,4.0
512,1577,2024-09-23,5,3.0,4.0
612,1698,2025-06-26,2,3.0,1.0
118,1133,2025-10-24,2,4.0,3.0
2,1003,2025-03-13,3,2.0,1.0
114,1128,2024-12-29,3,4.0,1.0
737,1840,2025-11-30,5,3.0,2.0
687,1783,2027-01-06,3,3.0,3.0
166,1187,2024-02-02,3,1.0,2.0
185,1209,2025-09-14,3,4.0,4.0
678,1773,2026-01-07,3,1.0,3.0
373,1417,2025-06-17,3,2.0,4.0
275,1309,2025-06-22,1,,1.0
705,1803,2025-12-01,2,4.0,3.0
1,1002,2025-08-13,4,4.0,4.0
567,1642,2024-08-21,3,3.0,1.0
541,1611,2026-01-27,3,,3.0
501,1564,2024-02-29,4,4.0,4.0
719,1820,2025-03-05,3,3.0,1.0
384,1430,2025-09-29,3,3.0,3.0
406,1458,2025-09-24,2,3.0,3.0
562,1636,2026-02-23,2,3.0,1.0
21,1024,2025-10-27,4,3.0,2.0
177,1199,2024-07-13,3,4.0,3.0
336,1378,2025-02-17,4,3.0,2.0
380,1424,2020-07-22,3,4.0,1.0
546,1617,2023-02-28,4,3.0,1.0
172,1193,2026-04-06,3,3.0,2.0
520,1585,2026-01-19,3,3.0,4.0
508,1572,2024-04-12,2,1.0,1.0
153,1173,2025-07-27,3,3.0,2.0
619,1705,2025-07-01,3,2.0,2.0
414,1467,2025-10-03,3,1.0,1.0
610,1696,2026-11-29,3,2.0,2.0
623,1711,2026-02-21,3,4.0,3.0
582,1660,2023-04-23,4,4.0,2.0
642,1734,2026-02-05,4,2.0,3.0
317,1357,2026-04-19,3,,
259,1290,2020-05-03,3,1.0,4.0
663,1758,2024-07-01,4,2.0,1.0
475,1535,2025-04-22,4,3.0,1.0
338,1380,2026-12-25,5,4.0,3.0
539,1608,2025-09-04,5,4.0,
505,1569,2022-12-29,4,4.0,1.0
399,1449,2023-08-07,4,4.0,1.0
424,1479,2024-09-01,1,4.0,1.0
606,1691,2024-11-15,2,3.0,3.0
661,1756,2025-12-19,4,1.0,2.0
481,1541,2025-07-06,1,3.0,3.0
423,1478,2025-12-12,4,4.0,2.0
120,1136,2024-11-08,3,3.0,3.0
651,1745,2025-05-30,5,3.0,2.0
682,1778,2024-05-26,3,1.0,3.0
715,1816,2025-06-27,4,3.0,3.0
660,1755,2025-09-07,3,2.0,1.0
257,1288,2025-06-03,4,4.0,1.0
644,1737,2025-06-05,4,1.0,3.0
250,1279,2025-10-18,5,3.0,
665,1760,2025-09-21,4,3.0,1.0
